,Unnamed: 0,Date,Total Tested,Total Cases,Total Deaths,Total Recovered,Newly Tested,New Cases,New Deaths,Newly Recovered,Notes,Day of Pandemic/Outbreak,Positivity rate,Death case ratio,Cases Normalised,Tests Normalised,Daily Tests SMA3,Daily Cases SMA3,Daily Deaths SMA3,Daily Tests SMA7,Daily Cases SMA7,Daily Deaths SMA7,Daily Recoveries SMA7
140,140,2020-07-28,1137131.0,229185.0,3000.0,127414.0,12714.0,2960.0,35.0,1731.0,0,140/138,0.23281422054428189,0.013089861901956934,0.00987614776852445,0.008633105249327257,11883.666666666666,2669.0,42.0,11796.0,2667.8571428571427,41.57142857142857,1716.4285714285713
141,141,2020-07-29,1151258.0,232194.0,3035.0,130292.0,14127.0,3009.0,35.0,2878.0,0,141/139,0.21299638989169675,0.013070966519376039,0.01003963805253043,0.009592565507098173,13233.333333333334,2913.6666666666665,35.666666666666664,12092.714285714286,2705.714285714286,40.57142857142857,1870.0
142,142,2020-07-30,1164195.0,234889.0,3083.0,132960.0,12937.0,2695.0,48.0,2668.0,0,142/140,0.2083172296513875,0.013125348568898501,0.008991965620328848,0.008784527498076665,13259.333333333334,2888.0,39.333333333333336,12169.714285714286,2682.714285714286,40.285714285714285,1964.5714285714287
143,143,2020-07-31,1176809.0,237661.0,3111.0,135136.0,12614.0,2772.0,28.0,2176.0,0,143/141,0.21975582685904552,0.013090073676370965,0.009248878923766817,0.008565202895627972,13226.0,2825.3333333333335,37.0,12253.57142857143,2714.714285714286,39.285714285714285,2022.857142857143
144,144,2020-08-01,1185611.0,239807.0,3132.0,136253.0,8802.0,2199.0,21.0,1117.0,0,144/142,0.2498295841854124,0.013060502821018569,0.007337043561819347,0.005976765172611178,11451.0,2555.3333333333335,32.333333333333336,12018.714285714286,2668.8571428571427,36.857142857142854,2023.2857142857142
145,145,2020-08-02,1189295.0,240746.0,3154.0,136839.0,3684.0,886.0,22.0,568.0,0,145/143,0.24049945711183496,0.013100944563980295,0.0029561712577407646,0.0025015227102817067,8366.666666666666,1952.3333333333333,23.666666666666668,11105.285714285714,2470.4285714285716,32.285714285714285,1848.4285714285713
146,146,2020-08-03,1193544.0,242102.0,3184.0,137905.0,4249.0,1356.0,30.0,1066.0,0,146/144,0.3191339138620852,0.013151481606926006,0.00452434336963485,0.002885171008682674,5578.333333333333,1480.3333333333333,24.333333333333332,9875.285714285714,2268.1428571428573,31.285714285714285,1743.4285714285713
147,147,2020-08-04,1201256.0,244020.0,3234.0,139860.0,7712.0,1918.0,50.0,1955.0,0,147/145,0.2487033195020747,0.01325301204819277,0.0063994768310911805,0.005236629517288958,5215.0,1386.6666666666667,34.0,9160.714285714286,2119.285714285714,33.42857142857143,1775.4285714285713
148,148,2020-08-05,1212416.0,246674.0,3267.0,141750.0,11160.0,2654.0,33.0,1890.0,0,148/146,0.23781362007168458,0.013244200848082895,0.008855167627589153,0.007577902672840349,7707.0,1976.0,37.666666666666664,8736.857142857143,2068.5714285714284,33.142857142857146,1634.2857142857142
149,149,2020-08-06,1225124.0,249651.0,3306.0,143824.0,12708.0,2977.0,39.0,2074.0,0,149/147,0.23426188227887945,0.013242486511169592,0.0099328688874653,0.0086290311081053,10526.666666666666,2516.3333333333335,40.666666666666664,8704.142857142857,2108.8571428571427,31.857142857142858,1549.4285714285713
150,150,2020-08-07,1237823.0,252502.0,3333.0,145584.0,12699.0,2851.0,27.0,1760.0,0,150/148,0.22450586660366958,0.013199895446372702,0.009512465300021354,0.008622919896272365,12189.0,2827.3333333333335,33.0,8716.285714285714,2120.1428571428573,31.714285714285715,1490.0
151,151,2020-08-08,1249560.0,255113.0,3365.0,146604.0,11737.0,2611.0,32.0,1020.0,0,151/149,0.22245889068756922,0.013190233347575388,0.008711696562032885,0.007969699253685231,12381.333333333334,2813.0,32.666666666666664,9135.57142857143,2179.0,33.285714285714285,1476.142857142857
152,152,2020-08-09,1260319.0,257600.0,3399.0,148370.0,10759.0,2487.0,34.0,1766.0,0,152/150,0.23115531183195465,0.013194875776397516,0.008297966047405509,0.007305614234506211,11731.666666666666,2649.6666666666665,31.0,10146.285714285714,2407.714285714286,35.0,1647.2857142857142
153,153,2020-08-10,1273168.0,260507.0,3438.0,150437.0,12849.0,2907.0,39.0,2076.0,0,153/151,0.22624328741536306,0.01319734210597028,0.00969931133888533,0.008724773426821293,11781.666666666666,2668.3333333333335,35.0,11374.857142857143,2629.285714285714,36.285714285714285,1791.5714285714287
154,154,2020-08-11,12987988.0,263503.0,3471.0,151972.0,14820.0,2996.0,33.0,1535.0,0,154/152,0.20215924426450743,0.013172525549993739,0.00999626307922272,0.010063128818234226,12809.333333333334,2796.6666666666665,35.333333333333336,12390.285714285714,2783.285714285714,33.857142857142854,1731.5714285714287
155,155,2020-08-12,1302739.0,266498.0,3513.0,153089.0,14751.0,2995.0,42.0,1117.0,0,155/153,0.2030370822317131,0.013182087670451561,0.009992926542814435,0.010016276194181719,14140.0,2966.0,38.0,12903.285714285714,2832.0,35.142857142857146,1621.142857142857
156,156,2020-08-13,1315901.0,269115.0,3557.0,154871.0,13162.0,2617.0,44.0,1782.0,0,156/154,0.1988299650509041,0.01321739776675399,0.008731715780482596,0.00893730779390006,14244.333333333334,2869.3333333333335,39.666666666666664,12968.142857142857,2780.5714285714284,35.857142857142854,1579.4285714285713
157,157,2020-08-14,1328754.0,271881.0,3591.0,156623.0,12856.0,2766.0,34.0,1752.0,0,157/155,0.21515245799626634,0.01320798437551723,0.009228859705317104,0.008729526591580244,13589.666666666666,2792.6666666666665,40.0,12990.57142857143,2768.4285714285716,36.857142857142854,1578.2857142857142
158,158,2020-08-15,1341645.0,274525.0,3625.0,157635.0,12891.0,2644.0,34.0,1012.0,0,158/156,0.20510433635869987,0.013204626172479738,0.0088218022635063,0.008753292415374994,12969.666666666666,2675.6666666666665,37.333333333333336,13155.42857142857,2773.1428571428573,37.142857142857146,1577.142857142857
159,159,2020-08-16,1351663.0,276549.0,3657.0,158950.0,10018.0,2024.0,32.0,1315.0,0,159/157,0.2020363345977241,0.01322369634314353,0.006753149690369421,0.0068024577935945,11921.666666666666,2478.0,33.333333333333336,13049.57142857143,2707.0,36.857142857142854,1512.7142857142858
160,160,2020-08-17,1364186.0,279144.0,3694.0,158950.0,12523.0,2595.0,37.0,1641.0,0,160/158,0.20721871755969018,0.013233313272002981,0.00865831197950032,0.008503411753761621,11810.666666666666,2421.0,34.333333333333336,13003.0,2662.4285714285716,36.57142857142857,1450.5714285714287
161,161,2020-08-18,1378820.0,282344.0,3740.0,162825.0,14634.0,3200.0,46.0,3234.0,0,161/159,0.21866885335520023,0.01324625279800527,0.010676916506512918,0.009936830440353555,12391.666666666666,2606.3333333333335,38.333333333333336,12976.42857142857,2691.5714285714284,38.42857142857143,1693.2857142857142
162,162,2020-08-19,1393498.0,285091.0,3781.0,165738.0,14678.0,2747.0,41.0,2913.0,0,162/160,0.1871508379888268,0.01326243199539796,0.009165465513559684,0.00996670747598124,13945.0,2847.3333333333335,41.333333333333336,12966.0,2656.1428571428573,38.285714285714285,1949.857142857143
163,163,2020-08-20,1407557.0,287959.0,3822.0,168991.0,14059.0,2868.0,41.0,3253.0,0,163/161,0.20399743936268583,0.013272722852906142,0.009569186418962204,0.009546391906582657,14457.0,2938.3333333333335,42.666666666666664,13094.142857142857,2692.0,37.857142857142854,2160.0
164,164,2020-08-21,1420500.0,290360.0,3861.0,172615.0,12943.0,2401.0,39.0,3624.0,0,164/162,0.18550567874526772,0.013297286127565781,0.008011023916292975,0.008788601639298623,13893.333333333334,2672.0,40.333333333333336,13106.57142857143,2639.8571428571427,38.57142857142857,2427.4285714285716
165,165,2020-08-22,1431865.0,292625.0,3907.0,175567.0,11365.0,2265.0,46.0,2952.0,0,165/163,0.1992960844698636,0.013351559162750961,0.007557254964766175,0.007717102497923885,12789.0,2511.3333333333335,42.0,12888.57142857143,2585.714285714286,40.285714285714285,2704.5714285714284
166,166,2020-08-23,1442666.0,294598.0,3941.0,179091.0,10801.0,1973.0,34.0,3524.0,0,166/164,0.18266827145634665,0.013377551782428937,0.006582986333546871,0.007334133223059911,11703.0,2213.0,39.666666666666664,13000.42857142857,2578.4285714285716,40.57142857142857,3020.1428571428573
167,167,2020-08-24,1456048.0,297083.0,3941.0,182875.0,13382.0,2485.0,42.0,3784.0,0,167/165,0.1856972052010163,0.01326565303299078,0.00829129297458894,0.00908669297203849,11849.333333333334,2241.0,40.666666666666664,13123.142857142857,2562.714285714286,41.285714285714285,3326.285714285714
168,168,2020-08-25,1470201.0,299628.0,4028.0,186756.0,14153.0,2545.0,45.0,3881.0,0,168/166,0.17982053274924045,0.013443336403807387,0.008491485159086055,0.009610220119059987,12778.666666666666,2334.3333333333335,40.333333333333336,13054.42857142857,2469.1428571428573,41.142857142857146,3418.714285714286
