,Unnamed: 0,Date,Total tested,Total cases,Total deaths,Total recovered,Newly tested,New cases,New deaths,Newly recovered,Days since first confirmed cases,Positivity rate,Positivity rate SMA7,Death case ratio,Cases Normalised,Tests Normalised,Daily Tests SMA3,Daily Cases SMA3,Daily Deaths SMA3,Daily Tests SMA7,Daily Cases SMA7,Daily Deaths SMA7,Daily Recoveries SMA7
126,126,2020-07-14,966400.0,190057.0,2424.0,103227.0,13453.0,3163.0,33.0,4910.0,128,0.23511484427265295,0.23168890919952206,0.01275406851628722,0.0021753139350074242,0.0015650961569112147,12311.666666666666,2976.0,39.666666666666664,13274.285714285714,3058.8571428571427,39.0,3589.285714285714
127,127,2020-07-15,980402.0,193590.0,2457.0,105523.0,14002.0,3533.0,33.0,2296.0,129,0.25232109698614485,0.23593101734477528,0.012691771269177128,0.002429776836035798,0.001628965761471109,13292.666666666666,3265.0,35.0,13035.714285714286,3065.1428571428573,37.142857142857146,3526.4285714285716
128,128,2020-07-16,993291.0,196323.0,2496.0,106963.0,12889.0,2733.0,39.0,1440.0,130,0.21204127550624563,0.23551638452851592,0.012713742149417033,0.0018795867797582327,0.0014994814811884818,13448.0,3143.0,35.0,12643.857142857143,2975.5714285714284,36.857142857142854,3202.714285714286
129,129,2020-07-17,1009751.0,199357.0,2547.0,108725.0,13460.0,3034.0,51.0,1762.0,131,0.22540861812778604,0.23648350282740144,0.012776075081386657,0.0020865957884326665,0.0015659105234538727,13450.333333333334,3100.0,41.0,12639.857142857143,2987.714285714286,38.857142857142854,3188.4285714285716
130,130,2020-07-18,1020674.0,202066.0,2581.0,110098.0,10923.0,2709.0,34.0,1373.0,132,0.24800878879428728,0.2376316996975685,0.012773054348579177,0.0018630810780699057,0.0012707608207790976,12424.0,2825.3333333333335,41.333333333333336,12601.285714285714,2991.0,39.42857142857143,3152.0
131,131,2020-07-19,1031299.0,204525.0,2618.0,111642.0,10625.0,2549.0,37.0,1544.0,133,0.23990588235294116,0.23746530843177563,0.012800391150226133,0.0017530430668143927,0.0012360920736773698,11669.333333333334,2764.0,40.666666666666664,12539.285714285714,2974.285714285714,38.0,2575.4285714285716
132,132,2020-07-20,1044661.0,207453.0,2668.0,113556.0,13362.0,2928.0,50.0,1914.0,134,0.2191288729232151,0.23313276842332473,0.01286074436137342,0.0020136956059758895,0.0015545093918566603,11636.666666666666,2728.6666666666665,40.333333333333336,12673.42857142857,2949.8571428571427,39.57142857142857,2177.0
133,133,2020-07-21,1054559.0,210510.0,2709.0,115399.0,12898.0,3057.0,39.0,1843.0,135,0.23701349046363776,0.23340400359346541,0.012868747327917913,0.002102413752550647,0.001500528523886185,12295.0,2844.6666666666665,42.0,12594.142857142857,2934.714285714286,40.42857142857143,1738.857142857143
134,134,2020-07-22,1066609.0,213254.0,2751.0,117202.0,12050.0,2744.0,42.0,1803.0,136,0.22771784232365144,0.2298892529273949,0.012900109728305213,0.0018871518930320492,0.0014018738341470406,12770.0,2909.6666666666665,43.666666666666664,12315.285714285714,2822.0,41.714285714285715,1668.4285714285713
135,135,2020-07-23,1079007.0,216110.0,2801.0,119208.0,12398.0,2856.0,50.0,2006.0,137,0.2303597354412002,0.23250617577524557,0.012960992087362917,0.0019641785009109083,0.0014423594851248971,12448.666666666666,2885.6666666666665,43.666666666666664,12245.142857142857,2839.5714285714284,43.285714285714285,1749.2857142857142
136,136,2020-07-24,1091034.0,218658.0,2836.0,120976.0,12027.0,2548.0,35.0,1768.0,138,0.21185665585765362,0.23057018116522668,0.012970026251040438,0.0017523553292440458,0.0013991980583640214,12158.333333333334,2716.0,42.333333333333336,12040.42857142857,2770.1428571428573,41.0,1750.142857142857
137,137,2020-07-25,1101480.0,221178.0,2874.0,122090.0,10446.0,2520.0,38.0,1114.0,139,0.24124066628374496,0.22960330652086344,0.012994059083633996,0.001733098677274331,0.0012152675578008287,11623.666666666666,2641.3333333333335,41.0,11972.285714285714,2743.1428571428573,41.57142857142857,1713.142857142857
138,138,2020-07-26,1111558.0,223453.0,2928.0,123882.0,10078.0,2275.0,54.0,1792.0,140,0.22573923397499504,0.22757949960972831,0.013103426671380558,0.0015646029725393266,0.0011724551452725208,10850.333333333334,2447.6666666666665,42.333333333333336,11894.142857142857,2704.0,44.0,1748.5714285714287
139,139,2020-07-27,1124417.0,226225.0,2965.0,125683.0,12859.0,2772.0,37.0,1801.0,141,0.2155688622754491,0.22707092666004744,0.013106420598961211,0.001906408545001764,0.0014959913388628047,11127.666666666666,2522.3333333333335,43.0,11822.285714285714,2681.714285714286,42.142857142857146,1732.4285714285713
140,140,2020-07-28,1137131.0,229185.0,3000.0,127414.0,12714.0,2960.0,35.0,1731.0,142,0.23281422054428189,0.22647103095728235,0.013089861901956934,0.002035703208226992,0.0014791223176220311,11883.666666666666,2669.0,42.0,11796.0,2667.8571428571427,41.57142857142857,1716.4285714285713
141,141,2020-07-29,1151258.0,232194.0,3035.0,130292.0,14127.0,3009.0,35.0,2878.0,143,0.21299638989169675,0.22436796632414596,0.013070966519376039,0.002069402349173993,0.001643508021161431,13233.333333333334,2913.6666666666665,35.666666666666664,12092.714285714286,2705.714285714286,40.57142857142857,1870.0
142,142,2020-07-30,1164195.0,234889.0,3083.0,132960.0,12937.0,2695.0,48.0,2668.0,144,0.2083172296513875,0.22121903692560127,0.013125348568898501,0.0018534527520850483,0.0015050657089095655,13259.333333333334,2888.0,39.333333333333336,12169.714285714286,2682.714285714286,40.285714285714285,1964.5714285714287
143,143,2020-07-31,1176809.0,237661.0,3111.0,135136.0,12614.0,2772.0,28.0,2176.0,145,0.21975582685904552,0.22234748992580008,0.013090073676370965,0.001906408545001764,0.0014674885098697734,13226.0,2825.3333333333335,37.0,12253.57142857143,2714.714285714286,39.285714285714285,2022.857142857143
144,144,2020-08-01,1185611.0,239807.0,3132.0,136253.0,8802.0,2199.0,21.0,1117.0,146,0.2498295841854124,0.22357447819746687,0.013060502821018569,0.0015123349171929578,0.0010240077583537138,11451.0,2555.3333333333335,32.333333333333336,12018.714285714286,2668.8571428571427,36.857142857142854,2023.2857142857142
145,145,2020-08-02,1189295.0,240746.0,3154.0,136839.0,3684.0,886.0,22.0,568.0,147,0.24049945711183496,0.22568308150272973,0.013100944563980295,0.0006093354873274037,0.0004285894775931699,8366.666666666666,1952.3333333333333,23.666666666666668,11105.285714285714,2470.4285714285716,32.285714285714285,1848.4285714285713
146,146,2020-08-03,1193544.0,242102.0,3184.0,137905.0,4249.0,1356.0,30.0,1066.0,148,0.3191339138620852,0.24047808887224917,0.013151481606926006,0.0009325721453904733,0.0004943204913934253,5578.333333333333,1480.3333333333333,24.333333333333332,9875.285714285714,2268.1428571428573,31.285714285714285,1743.4285714285713
147,147,2020-08-04,1201256.0,244020.0,3234.0,139860.0,7712.0,1918.0,50.0,1955.0,149,0.2487033195020747,0.24274796015193384,0.01325301204819277,0.001319080659925463,0.000897199253854106,5215.0,1386.6666666666667,34.0,9160.714285714286,2119.285714285714,33.42857142857143,1775.4285714285713
148,148,2020-08-05,1212416.0,246674.0,3267.0,141750.0,11160.0,2654.0,33.0,1890.0,150,0.23781362007168458,0.24629327874907497,0.013244200848082895,0.0018252555117008232,0.001298332945151948,7707.0,1976.0,37.666666666666664,8736.857142857143,2068.5714285714284,33.142857142857146,1634.2857142857142
149,149,2020-08-06,1225124.0,249651.0,3306.0,143824.0,12708.0,2977.0,39.0,2074.0,151,0.23426188227887945,0.24999965769585955,0.013242486511169592,0.00204739474692289,0.0014784242891568956,10526.666666666666,2516.3333333333335,40.666666666666664,8704.142857142857,2108.8571428571427,31.857142857142858,1549.4285714285713
150,150,2020-08-07,1237823.0,252502.0,3333.0,145584.0,12699.0,2851.0,27.0,1760.0,152,0.22450586660366958,0.2506782348022344,0.013199895446372702,0.0019607398130591738,0.0014773772464591925,12189.0,2827.3333333333335,33.0,8716.285714285714,2120.1428571428573,31.714285714285715,1490.0
151,151,2020-08-08,1249560.0,255113.0,3365.0,146604.0,11737.0,2611.0,32.0,1020.0,153,0.22245889068756922,0.24676813573111395,0.013190233347575388,0.0017956827961759041,0.0013654600158824744,12381.333333333334,2813.0,32.666666666666664,9135.57142857143,2179.0,33.285714285714285,1476.142857142857
152,152,2020-08-09,1260319.0,257600.0,3399.0,148370.0,10759.0,2487.0,34.0,1766.0,154,0.23115531183195465,0.2454332578339882,0.013194875776397516,0.0017104033374528813,0.0012516813760653951,11731.666666666666,2649.6666666666665,31.0,10146.285714285714,2407.714285714286,35.0,1647.2857142857142
153,153,2020-08-10,1273168.0,260507.0,3438.0,150437.0,12849.0,2907.0,39.0,2076.0,155,0.22624328741536306,0.2321631683415993,0.01319734210597028,0.0019992531169986034,0.001494827958087579,11781.666666666666,2668.3333333333335,35.0,11374.857142857143,2629.285714285714,36.285714285714285,1791.5714285714287
154,154,2020-08-11,1287988.0,263503.0,3471.0,151972.0,14820.0,2996.0,33.0,1535.0,156,0.20215924426450743,0.22551401473623253,0.013172525549993739,0.0020604617607594823,0.001724130308884576,12809.333333333334,2796.6666666666665,35.333333333333336,12390.285714285714,2783.285714285714,33.857142857142854,1731.5714285714287
155,155,2020-08-12,1302739.0,266498.0,3513.0,153089.0,14751.0,2995.0,42.0,1117.0,157,0.2030370822317131,0.22054593790195093,0.013182087670451561,0.0020597740231891354,0.0017161029815355184,14140.0,2966.0,38.0,12903.285714285714,2832.0,35.142857142857146,1621.142857142857
156,156,2020-08-13,1315901.0,269115.0,3557.0,154871.0,13162.0,2617.0,44.0,1782.0,158,0.1988299650509041,0.21548423544081158,0.01321739776675399,0.0017998092215979857,0.0015312417763521451,14244.333333333334,2869.3333333333335,39.666666666666664,12968.142857142857,2780.5714285714284,35.857142857142854,1579.4285714285713
157,157,2020-08-14,1328754.0,271881.0,3591.0,156623.0,12856.0,2766.0,34.0,1752.0,159,0.21515245799626634,0.21414803421118256,0.01320798437551723,0.0019022821195796822,0.001495642324630237,13589.666666666666,2792.6666666666665,40.0,12990.57142857143,2768.4285714285716,36.857142857142854,1578.2857142857142
158,158,2020-08-15,1341645.0,274525.0,3625.0,157635.0,12891.0,2644.0,34.0,1012.0,160,0.20510433635869987,0.21166881216420122,0.013204626172479738,0.0018183781359973536,0.001499714157343527,12969.666666666666,2675.6666666666665,37.333333333333336,13155.42857142857,2773.1428571428573,37.142857142857146,1577.142857142857
159,159,2020-08-16,1351663.0,276549.0,3657.0,158950.0,10018.0,2024.0,32.0,1315.0,161,0.2020363345977241,0.20750895827359686,0.01322369634314353,0.0013919808423822405,0.0011654748606211662,11921.666666666666,2478.0,33.333333333333336,13049.57142857143,2707.0,36.857142857142854,1512.7142857142858
160,160,2020-08-17,1364186.0,279144.0,3694.0,158950.0,12523.0,2595.0,37.0,1641.0,162,0.20721871755969018,0.2047911625799293,0.013233313272002981,0.0017846789950503527,0.001456901744815219,11810.666666666666,2421.0,34.333333333333336,13003.0,2662.4285714285716,36.57142857142857,1450.5714285714287
161,161,2020-08-18,1378820.0,282344.0,3740.0,162825.0,14634.0,3200.0,46.0,3234.0,163,0.21866885335520023,0.207149678164314,0.01324625279800527,0.0022007602251102616,0.0017024914264653769,12391.666666666666,2606.3333333333335,38.333333333333336,12976.42857142857,2691.5714285714284,38.42857142857143,1693.2857142857142
162,162,2020-08-19,1393498.0,285091.0,3781.0,165738.0,14678.0,2747.0,41.0,2913.0,164,0.1871508379888268,0.20488021470104453,0.01326243199539796,0.0018892151057430901,0.0017076103018763703,13945.0,2847.3333333333335,41.333333333333336,12966.0,2656.1428571428573,38.285714285714285,1949.857142857143
163,163,2020-08-20,1407557.0,287959.0,3822.0,168991.0,14059.0,2868.0,41.0,3253.0,165,0.20399743936268583,0.20561842531701333,0.013272722852906142,0.001972431351755072,0.0016355970318898958,14457.0,2938.3333333333335,42.666666666666664,13094.142857142857,2692.0,37.857142857142854,2160.0
164,164,2020-08-21,1420500.0,290360.0,3861.0,172615.0,12943.0,2401.0,39.0,3624.0,166,0.18550567874526772,0.20138317113829926,0.013297286127565781,0.001651257906403043,0.001505763737374701,13893.333333333334,2672.0,40.333333333333336,13106.57142857143,2639.8571428571427,38.57142857142857,2427.4285714285716
165,165,2020-08-22,1431865.0,292625.0,3907.0,175567.0,11365.0,2265.0,46.0,2952.0,167,0.1992960844698636,0.20055342086846548,0.013351559162750961,0.001557725596835857,0.001322182251044076,12789.0,2511.3333333333335,42.0,12888.57142857143,2585.714285714286,40.285714285714285,2704.5714285714284
166,166,2020-08-23,1442666.0,294598.0,3941.0,179091.0,10801.0,1973.0,34.0,3524.0,168,0.18266827145634665,0.19778655470541157,0.013377551782428937,0.0013569062262945456,0.0012565675753213432,11703.0,2213.0,39.666666666666664,13000.42857142857,2578.4285714285716,40.57142857142857,3020.1428571428573
167,167,2020-08-24,1456048.0,297083.0,3941.0,182875.0,13382.0,2485.0,42.0,3784.0,169,0.1856972052010163,0.19471205293988672,0.01326565303299078,0.0017090278623121875,0.001556836153407112,11849.333333333334,2241.0,40.666666666666664,13123.142857142857,2562.714285714286,41.285714285714285,3326.285714285714
168,168,2020-08-25,1470201.0,299628.0,4028.0,186756.0,14153.0,2545.0,45.0,3881.0,170,0.17982053274924045,0.18916229285332103,0.013443336403807387,0.001750292116533005,0.001646532811177018,12778.666666666666,2334.3333333333335,40.333333333333336,13054.42857142857,2469.1428571428573,41.142857142857146,3418.714285714286
169,169,2020-08-26,1485271.0,302147.0,4082.0,190183.0,15070.0,2519.0,54.0,3427.0,171,0.16715328467153284,0.18630549952227904,0.013509980241405673,0.001732410939703984,0.0017532148282652202,14201.666666666666,2516.3333333333335,47.0,13110.42857142857,2436.5714285714284,43.0,3492.1428571428573
170,170,2020-08-27,1500395.0,304583.0,4127.0,193458.0,15124.0,2436.0,45.0,3275.0,172,0.16106850039672044,0.18017279395571256,0.013549672831379296,0.0016753287213651866,0.0017594970844514392,14782.333333333334,2500.0,48.0,13262.57142857143,2374.8571428571427,43.57142857142857,3495.285714285714
171,171,2020-08-28,1514036.0,306794.0,4174.0,196836.0,13741.0,2211.0,47.0,3378.0,173,0.1609053198457172,0.1766584569700625,0.013605220441077726,0.0015205877680371214,0.0015986015232377167,14645.0,2388.6666666666665,48.666666666666664,13376.57142857143,2347.714285714286,44.714285714285715,3460.1428571428573
172,172,2020-08-29,1525825.0,308925.0,4206.0,198863.0,11689.0,2131.0,32.0,2027.0,174,0.18230815296432543,0.1742316096121285,0.013614955086185968,0.0014655687624093648,0.0013598757881613907,13518.0,2259.3333333333335,41.333333333333336,13422.857142857143,2328.5714285714284,42.714285714285715,3328.0
173,173,2020-08-30,1537759.0,310822.0,4248.0,201907.0,11934.0,1897.0,42.0,3044.0,175,0.15895760013407073,0.17084437085180335,0.013666986249364589,0.001304638170948177,0.0013883786171544218,12454.666666666666,2079.6666666666665,40.333333333333336,13584.714285714286,2317.714285714286,43.857142857142854,3259.4285714285716
174,174,2020-08-31,1550213.0,312996.0,4281.0,204887.0,12454.0,2174.0,33.0,2980.0,176,0.17456238959370485,0.16925368290790171,0.013677491086148066,0.001495141477934284,0.0014488744174661614,12025.666666666666,2067.3333333333335,35.666666666666664,13452.142857142857,2273.285714285714,42.57142857142857,3144.5714285714284
175,175,2020-09-01,1562422.0,314946.0,4316.0,208117.0,12209.0,1950.0,35.0,3290.0,177,0.15971824064214923,0.16638192689260298,0.013703936547852649,0.0013410882621765657,0.0014203715884731302,12199.0,2007.0,36.666666666666664,13174.42857142857,2188.285714285714,41.142857142857146,3060.1428571428573
176,176,2020-09-02,1577624.0,317528.0,4351.0,211016.0,15204.0,2582.0,35.0,2839.0,178,0.16982373059721126,0.16676341916769988,0.013702728578267114,0.0017757384066358422,0.0017688041306532453,13289.0,2235.3333333333335,34.333333333333336,13193.57142857143,2197.285714285714,38.42857142857143,2976.1428571428573
177,177,2020-09-03,1592046.0,319686.0,4383.0,213980.0,14422.0,2298.0,32.0,2964.0,179,0.1593398973790043,0.1665164758794547,0.013710328259604738,0.0015804209366573065,0.0016778277540305908,13945.0,2276.6666666666665,34.0,13093.285714285714,2177.5714285714284,36.57142857142857,2931.714285714286
178,178,2020-09-04,1605119.0,321615.0,4412.0,216191.0,13073.0,1929.0,29.0,2211.0,180,0.14755603151533694,0.16460943468940042,0.01371826562815789,0.0013266457731992796,0.001520887687452636,14233.0,2269.6666666666665,32.0,12997.857142857143,2137.285714285714,34.0,2765.0
179,179,2020-09-05,1617966.0,323565.0,4447.0,217852.0,12847.0,1950.0,35.0,1661.0,181,0.15178640927843076,0.16024918559141543,0.013743760913572234,0.0013410882621765657,0.0014945952819325338,13447.333333333334,2059.0,32.0,13163.285714285714,2111.4285714285716,34.42857142857143,2712.714285714286
180,180,2020-09-06,1629320.0,325157.0,4479.0,221275.0,11354.0,1592.0,32.0,3423.0,182,0.14021490223709707,0.1575716573204192,0.013774884132895801,0.0010948782119923552,0.0013209025321913278,12424.666666666666,1823.6666666666667,32.0,13080.42857142857,2067.8571428571427,33.0,2766.8571428571427
181,181,2020-09-07,1644732.0,327359.0,4516.0,224573.0,15412.0,2202.0,37.0,3298.0,183,0.1428756812873086,0.15304498470521974,0.013795252307100155,0.0015143981299039987,0.0017930024507779412,13204.333333333334,1914.6666666666667,34.666666666666664,13503.0,2071.8571428571427,33.57142857142857,2812.285714285714
182,182,2020-09-08,1659705.0,329251.0,4552.0,227809.0,14973.0,1892.0,36.0,3236.0,184,0.12636078274226942,0.14827963357666546,0.013825318677847599,0.001301199483096442,0.0017419300347455303,13913.0,1895.3333333333333,35.0,13897.857142857143,2063.5714285714284,33.714285714285715,2804.5714285714284
183,183,2020-09-09,1674460.0,331078.0,4593.0,230804.0,14755.0,1827.0,41.0,2999.0,185,0.1238224330735344,0.14170801964471164,0.013872863796446758,0.00125649654102389,0.0017165683338456086,15046.666666666666,1973.6666666666667,38.0,13833.714285714286,1955.7142857142858,34.57142857142857,2827.4285714285716
184,184,2020-09-10,1690011.0,332970.0,4634.0,233550.0,15559.0,1892.0,41.0,2746.0,186,0.12160164534995822,0.13631684078341935,0.013917169714989339,0.001301199483096442,0.0018101041481737598,15095.666666666666,1870.3333333333333,39.333333333333336,13996.142857142857,1897.7142857142858,35.857142857142854,2796.285714285714
185,185,2020-09-11,1704758.0,334762.0,4668.0,236024.0,14747.0,1792.0,34.0,2474.0,187,0.12151624059130671,0.13259687065141504,0.013944235008752488,0.0012324257260617464,0.0017156376292254282,15020.333333333334,1837.0,38.666666666666664,14235.285714285714,1878.142857142857,36.57142857142857,2833.8571428571427
186,186,2020-09-12,1715481.0,336044.0,4702.0,238271.0,10723.0,1282.0,34.0,2247.0,188,0.11955609437657372,0.12799253995114973,0.013992215305138613,0.0008816795651847985,0.0012474932052745824,13676.333333333334,1655.3333333333333,36.333333333333336,13931.857142857143,1782.7142857142858,36.42857142857143,2917.5714285714284
187,187,2020-09-13,1728480.0,337520.0,4733.0,240643.0,12999.0,1476.0,31.0,2372.0,189,0.11354719593814909,0.1241828676227286,0.01402287271865371,0.0010151006538321081,0.0015122786697159653,12823.0,1516.6666666666667,33.0,14166.857142857143,1766.142857142857,36.285714285714285,2767.4285714285716
188,188,2020-09-14,1742696.0,339332.0,4759.0,243155.0,14216.0,1812.0,26.0,2512.0,190,0.12746201463140125,0.12198091524331325,0.014024613063312626,0.0012461804774686856,0.0016538621100609403,12646.0,1523.3333333333333,30.333333333333332,13996.0,1710.4285714285713,34.714285714285715,2655.1428571428573
189,189,2020-09-15,1756746.0,341056.0,4802.0,245594.0,14050.0,1724.0,43.0,2439.0,191,0.12270462633451958,0.12145860718506328,0.014079799211859636,0.0011856595712781534,0.0016345499891921927,13755.0,1670.6666666666667,33.333333333333336,13864.142857142857,1686.4285714285713,35.714285714285715,2541.285714285714
190,190,2020-09-16,1770106.0,342671.0,4823.0,247969.0,13360.0,1615.0,21.0,2375.0,192,0.12088323353293413,0.12103872153640609,0.014074724735971237,0.001110696176110335,0.0015542767157016152,13875.333333333334,1717.0,30.0,13664.857142857143,1656.142857142857,32.857142857142854,2452.1428571428573
191,191,2020-09-17,1783779.0,344264.0,4859.0,250412.0,13673.0,1593.0,36.0,2243.0,193,0.11650698456812697,0.12031091285328735,0.014114168196500361,0.001095565949562702,0.0015906905339661815,13694.333333333334,1644.0,33.333333333333336,13395.42857142857,1613.4285714285713,32.142857142857146,2380.285714285714
192,192,2020-09-18,1796509.0,345805.0,4881.0,252335.0,12730.0,1541.0,22.0,1923.0,194,0.12105263157894737,0.12024468299437888,0.014114891340495365,0.0010598035959046603,0.0014809837268623923,13254.333333333334,1583.0,26.333333333333332,13107.285714285714,1577.5714285714287,30.428571428571427,2301.5714285714284
193,193,2020-09-19,1809679.0,347372.0,4913.0,254386.0,13170.0,1567.0,32.0,2051.0,195,0.11898253606681852,0.12016274609298527,0.014143339129233214,0.0010776847727336813,0.0015321724809723258,13191.0,1567.0,30.0,13456.857142857143,1618.2857142857142,30.142857142857142,2273.5714285714284
194,194,2020-09-20,1821270.0,348916.0,4939.0,256565.0,11591.0,1544.0,26.0,2079.0,196,0.13320679837805194,0.12297126072725709,0.01415526946313726,0.0010618668086157012,0.0013484746565641784,12497.0,1550.6666666666667,26.666666666666668,13255.714285714286,1628.0,29.428571428571427,2231.714285714286
195,195,2020-09-21,1834237.0,350621.0,4979.0,258717.0,12967.0,1705.0,40.0,2152.0,197,0.13148762242615872,0.12354634755507961,0.014200518508589046,0.0011725925574415613,0.0015085558512352428,12576.0,1605.3333333333333,32.666666666666664,13077.285714285714,1612.7142857142858,31.428571428571427,2180.285714285714
196,196,2020-09-22,1848401.0,352178.0,5007.0,260790.0,14164.0,1557.0,28.0,2073.0,198,0.10992657441400734,0.12172091156643498,0.014217242417186764,0.0010708073970302117,0.0016478125300297662,12907.333333333334,1602.0,31.333333333333332,13093.57142857143,1588.857142857143,29.285714285714285,2128.0
197,197,2020-09-23,1862551.0,353844.0,5044.0,262953.0,14150.0,1666.0,37.0,2163.0,199,0.11773851590106008,0.12127166619045297,0.014254869377465776,0.00114577079219803,0.0016461837969444502,13760.333333333334,1642.6666666666667,35.0,13206.42857142857,1596.142857142857,31.571428571428573,2097.714285714286
198,198,2020-09-24,1875451.0,355384.0,5072.0,265092.0,12900.0,1540.0,28.0,2139.0,200,0.11937984496124031,0.12168207481804061,0.014271886185084303,0.0010591158583343134,0.0015007612000412303,13738.0,1587.6666666666667,31.0,13096.0,1588.5714285714287,30.428571428571427,2082.8571428571427
199,199,2020-09-25,1887924.0,356767.0,5093.0,267024.0,12473.0,1383.0,21.0,1932.0,201,0.11087949971939388,0.12022877026667582,0.01427542345564472,0.0009511410597898411,0.0014510848409390903,13174.333333333334,1529.6666666666667,28.666666666666668,13059.285714285714,1566.0,30.285714285714285,2084.1428571428573
200,200,2020-09-26,1898689.0,357873.0,5129.0,268777.0,10765.0,1106.0,36.0,1753.0,202,0.10274036228518346,0.11790845972644225,0.014331899863918206,0.0007606377528037342,0.0012523794045305305,12046.0,1343.0,28.333333333333332,12715.714285714286,1500.142857142857,30.857142857142858,2041.5714285714287
201,201,2020-09-27,1909374.0,359148.0,5161.0,270491.0,10685.0,1275.0,32.0,1714.0,203,0.11932615816565278,0.11592551112467095,0.014370120396048425,0.0008768654021923698,0.0012430723583287243,11307.666666666666,1254.6666666666667,29.666666666666668,12586.285714285714,1461.7142857142858,31.714285714285715,1989.4285714285713
202,202,2020-09-28,1921296.0,360555.0,5193.0,272073.0,11922.0,1407.0,32.0,1582.0,204,0.11801711122294917,0.1140011523813553,0.014402795689977951,0.0009676467614781681,0.0013869825602241509,11124.0,1262.6666666666667,33.333333333333336,12437.0,1419.142857142857,30.571428571428573,1908.0
203,203,2020-09-29,1934165.0,362043.0,5219.0,273698.0,12869.0,1488.0,26.0,1625.0,205,0.11562669982127594,0.1148154560109651,0.014415414743552561,0.0010233535046762715,0.0014971547196380303,11825.333333333334,1390.0,30.0,12252.0,1409.2857142857142,30.285714285714285,1844.0
204,204,2020-09-30,1947569.0,363479.0,5251.0,275487.0,13404.0,1436.0,32.0,1789.0,206,0.10713219934347956,0.11330026793131073,0.014446501723620896,0.00098759115101823,0.0015593955911126086,12731.666666666666,1443.6666666666667,30.0,12145.42857142857,1376.4285714285713,29.571428571428573,1790.5714285714287
205,205,2020-10-01,1958989.0,364987.0,5272.0,277078.0,11420.0,1508.0,21.0,1591.0,207,0.1320490367775832,0.11511015247650258,0.014444350072742317,0.0010371082560832108,0.0013285808453078177,12564.333333333334,1477.3333333333333,26.333333333333332,11934.0,1371.857142857143,28.571428571428573,1712.2857142857142
206,206,2020-10-02,1970165.0,366383.0,5305.0,278627.0,11176.0,1396.0,33.0,1549.0,208,0.12491052254831782,0.11711458430920599,0.01447938359585461,0.0009600816482043516,0.0013001943543923093,12000.0,1446.6666666666667,28.666666666666668,11748.714285714286,1373.7142857142858,30.285714285714285,1657.5714285714287
207,207,2020-10-03,1979719.0,367565.0,5325.0,280069.0,9554.0,1182.0,20.0,1472.0,209,0.1237178145279464,0.12011136320102926,0.014487233550528477,0.0008129058081501029,0.0011114939926506909,10716.666666666666,1362.0,24.666666666666668,11575.714285714286,1384.5714285714287,28.0,1617.4285714285713
208,208,2020-10-04,1989066.0,368690.0,5348.0,281656.0,9859.0,1125.0,23.0,1587.0,210,0.11410893599756568,0.1193660457484454,0.014505411049933548,0.0007737047666403264,0.0011469771062950767,10196.333333333334,1234.3333333333333,25.333333333333332,11457.714285714286,1363.142857142857,26.714285714285715,1599.2857142857142
209,209,2020-10-05,2001431.0,370132.0,5375.0,283182.0,11767.0,1442.0,27.0,1526.0,211,0.12254610350981558,0.12001304464656916,0.014521846260253098,0.0009917175764403115,0.0013689501582081517,10393.333333333334,1249.6666666666667,23.333333333333332,11435.57142857143,1368.142857142857,26.0,1591.2857142857142
210,210,2020-10-06,2013776.0,371631.0,5405.0,284833.0,12345.0,1499.0,30.0,1651.0,212,0.12142567841231268,0.1208414701595744,0.014543996598776743,0.001030918617950088,0.0014361935670162006,11323.666666666666,1355.3333333333333,26.666666666666668,11360.714285714286,1369.7142857142858,26.571428571428573,1595.0
211,211,2020-10-07,2026808.0,373151.0,5440.0,286631.0,13088.0,1520.0,35.0,1798.0,213,0.11613691931540342,0.12212785872699213,0.014578548630447191,0.0010453611069273741,0.0015226327586154746,12400.0,1487.0,30.666666666666668,11315.57142857143,1381.7142857142858,27.0,1596.2857142857142
212,212,2020-10-08,2039413.0,374592.0,5460.0,288316.0,12605.0,1441.0,20.0,1685.0,214,0.11431971439904799,0.11959509838720137,0.014575858534085084,0.0009910298388699646,0.0014664414671720703,12679.333333333334,1486.6666666666667,28.333333333333332,11484.857142857143,1372.142857142857,26.857142857142858,1609.7142857142858
213,213,2020-10-09,2050669.0,375870.0,5477.0,289912.0,11256.0,1278.0,17.0,1596.0,215,0.11353944562899787,0.11797065882729851,0.014571527389789023,0.0008789286149034107,0.0013095014005941152,12316.333333333334,1413.0,24.0,11496.285714285714,1355.2857142857142,24.571428571428573,1616.4285714285713
214,214,2020-10-10,2061528.0,377073.0,5500.0,291365.0,10859.0,1203.0,23.0,1453.0,216,0.11078368173864997,0.11612292557168473,0.014586035064828296,0.000827348297127389,0.0012633151838176526,11573.333333333334,1307.3333333333333,20.0,11682.714285714286,1358.2857142857142,25.0,1613.7142857142858
215,215,2020-10-11,2070995.0,378266.0,5524.0,292860.0,9467.0,1193.0,24.0,1495.0,217,0.12601668955318474,0.11782403322248745,0.014603480090729804,0.0008204709214239194,0.0011013725799062268,10527.333333333334,1224.6666666666667,21.333333333333332,11626.714285714286,1368.0,25.142857142857142,1600.5714285714287
