,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67
21,21.0,Chattogram,Laksmipur,2191,50928,01.11.2020,,0,4,4,0,0,8,1,0,0,8,0,2,2,2,1,0,3,0,4,0,0,1,11,4,0,0,3,0,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,22.0,Chattogram,Bandarban,807,50928,01.11.2020,,5,0,4,4,1,2,0,0,0,2,0,0,0,2,1,0,2,3,2,0,1,3,0,0,1,0,0,1,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,23.0,Chattogram,Rangamati,932,50928,01.11.2020,,2,3,1,0,1,2,1,2,2,0,0,0,4,1,2,1,2,0,0,3,2,0,0,0,0,0,1,0,1,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,24.0,Chattogram,Noakhali,5106,50928,01.11.2020,,2,8,3,2,3,7,8,4,10,5,0,2,9,3,5,4,6,1,0,7,2,14,4,1,0,4,1,9,8,7,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,25.0,Chattogram,Feni,1960,50928,01.11.2020,,4,6,2,2,6,2,1,7,4,5,1,2,6,5,9,2,0,1,4,4,4,3,3,2,0,5,7,2,0,8,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,26.0,Chattogram,Chandpur,2386,50928,01.11.2020,,8,5,2,1,3,5,1,1,1,3,2,3,5,0,2,3,1,2,1,0,5,0,2,7,0,8,7,8,6,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,27.0,Sylhet,Sylhet,7664,13679,31.10.2020,,5,14,15,17,27,20,21,7,68,26,23,18,20,23,43,33,8,6,20,46,18,18,37,20,24,37,31,26,23,42,30,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,28.0,Sylhet,Sunamganj,2408,13679,31.10.2020,,7,0,2,0,2,7,4,2,2,1,0,3,1,2,1,2,4,1,1,2,0,2,0,4,0,0,12,1,1,5,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,29.0,Sylhet,Hobiganj,1821,13679,31.10.2020,,2,0,5,0,3,3,1,1,0,0,0,3,1,6,2,4,5,0,2,4,2,3,2,2,0,0,3,0,8,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,30.0,Sylhet,Moulvibazar,1786,13679,31.10.2020,,3,1,4,3,8,2,2,4,3,1,0,2,2,8,5,1,12,0,6,0,1,1,3,0,1,0,0,4,5,2,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31.0,Rangpur,Rangpur,3076,12864,31.10.2020,,8,15,2,1,8,10,5,6,6,5,1,4,7,6,15,13,6,1,6,6,9,6,4,12,0,9,21,1,20,8,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,32.0,Rangpur,Gaibandha,1225,12864,31.10.2020,,4,3,4,6,0,0,1,1,0,3,0,0,0,1,3,1,0,1,1,0,3,2,0,0,2,0,7,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,33.0,Rangpur,Nilphamari,1160,12864,31.10.2020,,1,6,6,3,0,2,3,0,5,1,6,2,5,3,7,4,4,1,3,2,2,8,6,1,3,2,4,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,34.0,Rangpur,Lalmonirhat,898,12864,31.10.2020,,4,1,1,0,0,9,0,3,0,1,0,0,1,0,1,0,2,1,0,0,1,0,0,0,0,1,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,35.0,Rangpur,Kurigram,939,12864,31.10.2020,,4,0,1,4,0,1,0,0,0,0,0,0,1,2,1,0,0,2,0,2,0,3,0,1,5,0,2,0,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,36.0,Rangpur,Dinajpur,3648,12864,31.10.2020,,6,16,3,13,9,10,9,8,8,0,11,6,5,5,13,4,6,8,9,4,11,13,16,7,11,5,15,6,4,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,37.0,Rangpur,Panchagarh,671,12864,31.10.2020,,1,0,10,0,0,6,3,0,3,0,1,4,0,0,6,3,2,0,0,2,1,4,3,3,2,0,0,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,38.0,Rangpur,Thakurgaon,1247,12864,31.10.2020,,5,2,2,4,0,12,2,2,9,0,5,3,4,1,7,2,7,0,2,8,0,6,4,6,6,1,4,4,0,11,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,39.0,Khulna,Khulna,6655,22917,1.11.2020,,6,8,12,6,17,6,17,11,9,9,4,8,16,19,9,7,13,1,8,5,11,6,9,1,3,10,3,5,6,14,9,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,40.0,Khulna,Jashore,4104,22917,1.11.2020,,10,13,10,0,12,12,0,12,12,5,1,8,8,10,11,7,12,3,5,0,6,11,6,0,2,1,6,2,0,0,5,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,41.0,Khulna,Bagerhat,1013,22917,1.11.2020,,3,1,1,0,0,4,1,3,0,0,3,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,42.0,Khulna,Narail,1413,22917,1.11.2020,,4,3,0,5,7,4,4,2,0,1,0,6,0,4,1,6,0,3,4,2,0,1,0,0,9,0,1,4,5,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,43.0,Khulna,Magura,945,22917,1.11.2020,,2,1,1,1,1,2,0,3,6,2,0,0,2,2,1,2,0,2,1,0,1,2,1,0,0,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,44.0,Khulna,Meherpur,655,22917,1.11.2020,,0,1,2,0,4,6,2,0,1,4,0,0,2,1,0,1,3,0,4,2,1,1,1,1,0,0,1,0,2,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,45.0,Khulna,Satkhira,1109,22917,1.11.2020,,2,1,2,0,0,0,3,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,46.0,Khulna,Jhenaidah,2071,22917,1.11.2020,,8,3,7,0,6,5,5,4,6,6,0,5,2,5,2,1,5,0,8,7,6,9,16,6,0,5,7,0,6,5,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,47.0,Khulna,Kushtia,3441,22917,1.11.2020,,2,5,3,5,4,9,12,10,13,4,4,6,7,7,5,5,11,1,6,7,5,8,3,2,7,3,6,4,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,48.0,Khulna,Chuadanga,1511,22917,1.11.2020,,0,5,2,0,7,4,3,5,1,0,0,1,3,2,5,3,8,0,6,0,8,1,1,7,0,5,2,0,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,49.0,Mymensingh,Mymensingh,3854,6752,02.09.2020,,9,5,3,1,4,4,4,7,4,8,4,1,3,5,2,7,1,2,1,9,5,2,10,6,3,5,5,8,16,14,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,50.0,Mymensingh,Jamalpur,1663,6752,28.08.2020,,6,5,4,3,4,8,6,3,0,0,8,5,6,5,1,4,4,4,2,6,2,3,2,2,0,3,0,0,4,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,51.0,Mymensingh,Netrokona,737,6752,28.08.2020,,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,2,0,1,0,0,1,0,0,0,1,0,0,3,0,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,52.0,Mymensingh,Sherpur,498,6752,28.08.2020,,2,1,1,2,0,0,0,1,1,0,3,1,1,0,2,0,0,1,0,1,1,1,0,5,1,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,53.0,Barishal,Barguna,932,8931,28.08.2020,,0,0,1,0,1,0,1,0,2,0,1,0,0,3,0,1,0,0,3,0,1,1,0,1,0,1,0,0,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,54.0,Barishal,Bhola,793,8931,28.08.2020,,1,1,0,5,3,1,1,2,0,1,1,1,3,0,5,4,1,2,4,1,0,5,0,0,2,2,2,2,2,8,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,55.0,Barishal,Barishal,3842,8931,28.08.2020,,8,10,8,2,13,8,9,11,11,15,1,14,12,8,11,10,15,2,13,4,15,24,8,4,1,20,11,2,34,8,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,56.0,Barishal,Patuakhali,1527,8931,28.08.2020,,0,4,2,0,2,2,3,2,2,4,0,7,3,5,2,2,6,0,8,4,4,4,3,2,0,7,4,3,8,0,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,57.0,Barishal,Pirojpur,1107,8931,28.08.2020,,2,1,6,0,1,2,1,1,2,1,0,0,0,1,0,1,3,0,0,0,0,3,2,0,0,0,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,58.0,Barishal,Jhalokathi,730,8931,28.08.2020,,0,0,0,0,7,1,0,3,2,2,0,1,1,0,1,1,2,0,1,0,0,1,0,1,0,3,1,0,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,59.0,Rajshahi,Joypurhat,1133,21041,11.01.2020,,0,2,7,0,0,0,0,11,0,2,4,1,1,2,0,0,1,0,1,0,5,0,0,1,0,0,0,0,5,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,60.0,Rajshahi,Pabna,1217,21041,11.01.2020,,5,5,0,0,10,0,0,4,13,0,0,7,1,1,0,4,2,3,9,0,0,0,3,1,4,1,5,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,61.0,Rajshahi,Chapainawabganj,792,21041,11.01.2020,,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,62.0,Rajshahi,Bogura,8080,21041,11.01.2020,,19,5,9,10,22,21,64,4,2,4,0,6,15,1,5,4,5,10,30,15,21,29,20,45,8,18,10,15,18,5,8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,63.0,Rajshahi,Natore,1048,21041,11.01.2020,,11,0,0,4,5,2,0,0,0,0,3,2,0,6,0,0,4,0,0,0,0,6,0,0,2,0,0,0,0,1,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,64.0,Rajshahi,Naogaon,1358,21041,11.01.2020,,0,6,2,0,0,1,2,0,0,4,0,0,0,5,0,4,0,0,0,0,0,0,0,1,0,0,1,1,11,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,65.0,Rajshahi,Sirajganj,2265,21041,11.01.2020,,4,10,1,6,2,1,8,1,5,0,3,0,2,1,1,4,1,4,7,1,5,4,4,1,9,0,7,4,7,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,66.0,Rajshahi,Rajshahi,5148,21041,11.01.2020,,10,8,5,3,3,8,3,9,6,4,8,5,5,4,5,5,1,2,3,3,8,5,7,4,3,2,20,8,6,13,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,67.0,,Total,302833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
