,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67
19,19.0,Chattogram,B. Baria,2539,53238,16.11.2020,,0,7,0,3,0,0,0,0,4,0,0,3,0,0,0,3,0,8,0,2,0,0,8,0,1,6,0,0,0,3,0,8,0,0,0,7,1,0,0,1,11,0,6,0,0,4,0,,,,,,,,,,,,,,
20,20.0,Chattogram,Khagrachari,722,53238,16.11.2020,,0,0,0,1,0,0,5,0,2,0,6,0,0,8,0,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,0,1,4,0,,,,,,,,,,,,,,
21,21.0,Chattogram,Laksmipur,2208,53238,16.11.2020,,0,4,4,0,0,8,1,0,0,8,0,2,2,2,1,0,3,0,4,0,0,1,11,4,0,0,3,0,0,1,0,3,2,3,0,2,1,0,2,1,0,1,0,3,0,2,0,,,,,,,,,,,,,,
22,22.0,Chattogram,Bandarban,829,53238,16.11.2020,,5,0,4,4,1,2,0,0,0,2,0,0,0,2,1,0,2,3,2,0,1,3,0,0,1,0,0,1,2,0,0,0,1,0,0,0,2,0,1,9,0,1,8,0,0,0,0,,,,,,,,,,,,,,
23,23.0,Chattogram,Rangamati,962,53238,16.11.2020,,2,3,1,0,1,2,1,2,2,0,0,0,4,1,2,1,2,0,0,3,2,0,0,0,0,0,1,0,1,0,0,4,1,1,2,0,2,0,0,7,1,4,3,6,3,0,0,,,,,,,,,,,,,,
24,24.0,Chattogram,Noakhali,5180,53238,16.11.2020,,2,8,3,2,3,7,8,4,10,5,0,2,9,3,5,4,6,1,0,7,2,14,4,1,0,4,1,9,8,7,1,2,6,3,1,1,7,10,1,3,4,6,8,13,4,0,7,,,,,,,,,,,,,,
25,25.0,Chattogram,Feni,2025,53238,16.11.2020,,4,6,2,2,6,2,1,7,4,5,1,2,6,5,9,2,0,1,4,4,4,3,3,2,0,5,7,2,0,8,2,0,3,7,4,5,6,2,0,7,2,3,7,3,6,1,9,,,,,,,,,,,,,,
26,26.0,Chattogram,Chandpur,2483,53238,16.11.2020,,8,5,2,1,3,5,1,1,1,3,2,3,5,0,2,3,1,2,1,0,5,0,2,7,0,8,7,8,6,3,1,0,16,13,9,7,6,7,0,8,6,5,2,4,5,0,9,,,,,,,,,,,,,,
27,27.0,Sylhet,Sylhet,8075,14194,15.11.2020,,5,14,15,17,27,20,21,7,68,26,23,18,20,23,43,33,8,6,20,46,18,18,37,20,24,37,31,26,23,42,30,33,42,20,21,12,23,22,30,20,55,33,26,31,34,17,25,,,,,,,,,,,,,,
28,28.0,Sylhet,Sunamganj,2436,14194,15.11.2020,,7,0,2,0,2,7,4,2,2,1,0,3,1,2,1,2,4,1,1,2,0,2,0,4,0,0,12,1,1,5,1,0,0,1,1,3,2,1,1,3,4,6,2,1,0,1,2,,,,,,,,,,,,,,
29,29.0,Sylhet,Hobiganj,1871,14194,15.11.2020,,2,0,5,0,3,3,1,1,0,0,0,3,1,6,2,4,5,0,2,4,2,3,2,2,0,0,3,0,8,2,5,1,8,2,3,6,5,0,6,5,2,2,2,4,0,3,2,,,,,,,,,,,,,,
30,30.0,Sylhet,Moulvibazar,1812,14194,15.11.2020,,3,1,4,3,8,2,2,4,3,1,0,2,2,8,5,1,12,0,6,0,1,1,3,0,1,0,0,4,5,2,0,3,4,2,1,6,3,0,1,4,1,1,1,1,0,1,0,,,,,,,,,,,,,,
31,31.0,Rangpur,Rangpur,3281,13394,16.11.2020,,8,15,2,1,8,10,5,6,6,5,1,4,7,6,15,13,6,1,6,6,9,6,4,12,0,9,21,1,20,8,17,1,17,10,12,9,19,8,0,10,13,13,12,22,25,1,33,,,,,,,,,,,,,,
32,32.0,Rangpur,Gaibandha,1260,13394,16.11.2020,,4,3,4,6,0,0,1,1,0,3,0,0,0,1,3,1,0,1,1,0,3,2,0,0,2,0,7,1,0,1,2,1,0,1,2,1,3,4,0,0,6,0,7,2,5,2,1,,,,,,,,,,,,,,
33,33.0,Rangpur,Nilphamari,1177,13394,16.11.2020,,1,6,6,3,0,2,3,0,5,1,6,2,5,3,7,4,4,1,3,2,2,8,6,1,3,2,4,1,2,1,1,0,0,3,1,1,2,0,2,0,0,3,3,2,0,0,0,,,,,,,,,,,,,,
34,34.0,Rangpur,Lalmonirhat,909,13394,16.11.2020,,4,1,1,0,0,9,0,3,0,1,0,0,1,0,1,0,2,1,0,0,1,0,0,0,0,1,1,1,1,2,1,0,0,0,0,3,2,0,0,0,1,2,0,1,2,0,0,,,,,,,,,,,,,,
35,35.0,Rangpur,Kurigram,951,13394,16.11.2020,,4,0,1,4,0,1,0,0,0,0,0,0,1,2,1,0,0,2,0,2,0,3,0,1,5,0,2,0,0,1,5,0,0,2,0,0,0,0,2,1,0,1,1,5,0,0,0,,,,,,,,,,,,,,
36,36.0,Rangpur,Dinajpur,3818,13394,16.11.2020,,6,16,3,13,9,10,9,8,8,0,11,6,5,5,13,4,6,8,9,4,11,13,16,7,11,5,15,6,4,14,0,9,9,16,12,10,27,8,6,7,13,13,8,16,0,13,3,,,,,,,,,,,,,,
37,37.0,Rangpur,Panchagarh,704,13394,16.11.2020,,1,0,10,0,0,6,3,0,3,0,1,4,0,0,6,3,2,0,0,2,1,4,3,3,2,0,0,0,0,4,0,4,0,3,2,6,5,2,0,0,0,10,0,0,0,1,0,,,,,,,,,,,,,,
38,38.0,Rangpur,Thakurgaon,1294,13394,16.11.2020,,5,2,2,4,0,12,2,2,9,0,5,3,4,1,7,2,7,0,2,8,0,6,4,6,6,1,4,4,0,11,7,3,2,2,0,3,1,1,3,3,2,7,10,4,0,3,3,,,,,,,,,,,,,,
39,39.0,Khulna,Khulna,6766,23433,16.11.2020,,6,8,12,6,17,6,17,11,9,9,4,8,16,19,9,7,13,1,8,5,11,6,9,1,3,10,3,5,6,14,9,16,7,7,8,7,7,12,3,10,13,5,10,9,2,5,6,,,,,,,,,,,,,,
40,40.0,Khulna,Jashore,4227,23433,16.11.2020,,10,13,10,0,12,12,0,12,12,5,1,8,8,10,11,7,12,3,5,0,6,11,6,0,2,1,6,2,0,0,5,19,9,2,4,8,14,9,0,9,4,10,12,17,8,2,15,,,,,,,,,,,,,,
41,41.0,Khulna,Bagerhat,1014,23433,16.11.2020,,3,1,1,0,0,4,1,3,0,0,3,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
42,42.0,Khulna,Narail,1451,23433,16.11.2020,,4,3,0,5,7,4,4,2,0,1,0,6,0,4,1,6,0,3,4,2,0,1,0,0,9,0,1,4,5,5,0,0,3,4,10,3,0,0,3,4,6,0,4,1,0,0,0,,,,,,,,,,,,,,
43,43.0,Khulna,Magura,980,23433,16.11.2020,,2,1,1,1,1,2,0,3,6,2,0,0,2,2,1,2,0,2,1,0,1,2,1,0,0,0,0,0,0,0,0,5,0,1,3,7,1,5,0,3,1,2,2,4,5,0,1,,,,,,,,,,,,,,
44,44.0,Khulna,Meherpur,691,23433,16.11.2020,,0,1,2,0,4,6,2,0,1,4,0,0,2,1,0,1,3,0,4,2,1,1,1,1,0,0,1,0,2,1,3,0,3,7,5,1,3,1,5,2,1,1,0,0,2,0,5,,,,,,,,,,,,,,
45,45.0,Khulna,Satkhira,1124,23433,16.11.2020,,2,1,2,0,0,0,3,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,2,0,0,0,2,0,1,0,0,1,3,0,,,,,,,,,,,,,,
46,46.0,Khulna,Jhenaidah,2144,23433,16.11.2020,,8,3,7,0,6,5,5,4,6,6,0,5,2,5,2,1,5,0,8,7,6,9,16,6,0,5,7,0,6,5,7,0,4,7,4,8,7,2,0,4,3,6,2,8,11,0,7,,,,,,,,,,,,,,
47,47.0,Khulna,Kushtia,3492,23433,16.11.2020,,2,5,3,5,4,9,12,10,13,4,4,6,7,7,5,5,11,1,6,7,5,8,3,2,7,3,6,4,3,2,1,0,2,3,3,4,7,3,3,2,4,4,4,3,4,1,4,,,,,,,,,,,,,,
48,48.0,Khulna,Chuadanga,1544,23433,16.11.2020,,0,5,2,0,7,4,3,5,1,0,0,1,3,2,5,3,8,0,6,0,8,1,1,7,0,5,2,0,2,2,1,0,5,4,1,0,5,2,0,2,1,3,2,1,3,0,4,,,,,,,,,,,,,,
49,49.0,Mymensingh,Mymensingh,3952,6922,10.11.2020,,9,5,3,1,4,4,4,7,4,8,4,1,3,5,2,7,1,2,1,9,5,2,10,6,3,5,5,8,16,14,6,3,6,5,7,9,7,8,5,5,8,13,4,4,9,3,5,,,,,,,,,,,,,,
50,50.0,Mymensingh,Jamalpur,1694,6922,10.11.2020,,6,5,4,3,4,8,6,3,0,0,8,5,6,5,1,4,4,4,2,6,2,3,2,2,0,3,0,0,4,5,5,2,5,1,1,2,0,2,3,2,3,3,1,2,0,1,5,,,,,,,,,,,,,,
51,51.0,Mymensingh,Netrokona,766,6922,10.11.2020,,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,2,0,1,0,0,1,0,0,0,1,0,0,3,0,4,1,0,0,3,2,6,0,4,6,1,0,1,1,1,4,0,0,,,,,,,,,,,,,,
52,52.0,Mymensingh,Sherpur,510,6922,10.11.2020,,2,1,1,2,0,0,0,1,1,0,3,1,1,0,2,0,0,1,0,1,1,1,0,5,1,0,0,0,1,1,0,0,0,0,2,2,2,4,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,
53,53.0,Barishal,Barguna,974,9429,10.11.2020,,0,0,1,0,1,0,1,0,2,0,1,0,0,3,0,1,0,0,3,0,1,1,0,1,0,1,0,0,2,0,1,0,2,0,0,6,2,5,2,3,0,6,3,4,3,0,6,,,,,,,,,,,,,,
54,54.0,Barishal,Bhola,856,9429,10.11.2020,,1,1,0,5,3,1,1,2,0,1,1,1,3,0,5,4,1,2,4,1,4,5,0,0,2,2,2,2,2,8,6,2,6,4,0,8,3,1,4,1,0,6,7,3,8,4,4,,,,,,,,,,,,,,
55,55.0,Barishal,Barishal,4157,9429,10.11.2020,,8,10,8,2,13,8,9,11,11,15,1,14,12,8,11,10,15,2,13,4,15,24,8,4,1,20,11,2,34,8,16,3,24,17,19,26,16,30,2,31,27,20,22,19,30,0,32,,,,,,,,,,,,,,
56,56.0,Barishal,Patuakhali,1567,9429,10.11.2020,,0,4,2,0,2,2,3,2,2,4,0,7,3,5,2,2,6,0,8,4,0,4,3,2,0,7,4,3,8,0,8,2,5,2,0,12,2,3,5,3,0,3,1,4,0,0,4,,,,,,,,,,,,,,
57,57.0,Barishal,Pirojpur,1121,9429,10.11.2020,,2,1,6,0,1,2,1,1,2,1,0,0,0,1,0,1,3,0,0,0,0,3,2,0,0,0,1,0,0,1,1,0,0,2,1,0,1,5,0,1,3,0,0,1,0,0,0,,,,,,,,,,,,,,
58,58.0,Barishal,Jhalokathi,754,9429,10.11.2020,,0,0,0,0,7,1,0,3,2,2,0,1,1,0,1,1,2,0,1,0,0,1,0,1,0,3,1,0,0,2,1,0,0,1,4,4,1,5,0,2,2,1,0,3,1,0,0,,,,,,,,,,,,,,
59,59.0,Rajshahi,Joypurhat,1163,21736,16.11.2020,,0,2,7,0,0,0,0,11,0,2,4,1,1,2,0,0,1,0,1,0,5,0,0,1,0,0,0,0,5,0,0,2,0,0,9,0,12,0,0,0,0,4,1,0,4,0,0,,,,,,,,,,,,,,
60,60.0,Rajshahi,Pabna,1270,21736,16.11.2020,,5,5,0,0,10,0,0,4,13,0,0,7,1,1,0,4,2,3,9,0,0,0,3,1,4,1,5,0,0,0,0,8,0,0,0,14,6,0,5,10,2,1,2,5,0,5,3,,,,,,,,,,,,,,
61,61.0,Rajshahi,Chapainawabganj,801,21736,16.11.2020,,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,,,,,,,,,,,,,,
62,62.0,Rajshahi,Bogura,8386,21736,16.11.2020,,19,5,9,10,22,21,64,4,2,4,0,6,15,1,5,4,5,10,30,15,21,29,20,45,8,18,10,15,18,5,8,15,7,20,26,20,25,20,9,33,16,29,30,5,10,11,45,,,,,,,,,,,,,,
63,63.0,Rajshahi,Natore,1088,21736,16.11.2020,,11,0,0,4,5,2,0,0,0,0,3,2,0,6,0,0,4,0,0,0,0,6,0,0,2,0,0,0,0,1,13,1,4,3,1,12,2,3,2,3,0,4,0,1,0,3,2,,,,,,,,,,,,,,
64,64.0,Rajshahi,Naogaon,1395,21736,16.11.2020,,0,6,2,0,0,1,2,0,0,4,0,0,0,5,0,4,0,0,0,0,0,0,0,1,0,0,1,1,11,0,0,4,0,0,9,0,0,4,0,0,0,14,0,0,10,0,0,,,,,,,,,,,,,,
65,65.0,Rajshahi,Sirajganj,2313,21736,16.11.2020,,4,10,1,6,2,1,8,1,5,0,3,0,2,1,1,4,1,4,7,1,5,4,4,1,9,0,7,4,7,0,3,2,4,0,3,5,2,1,2,0,4,7,6,4,4,4,2,,,,,,,,,,,,,,
66,66.0,Rajshahi,Rajshahi,5320,21736,16.11.2020,,10,8,5,3,3,8,3,9,6,4,8,5,5,4,5,5,1,2,3,3,8,5,7,4,3,2,20,8,6,13,6,10,22,11,10,11,6,12,9,25,11,7,8,12,10,8,10,,,,,,,,,,,,,,
67,67.0,,Total,320464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
