,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123
0,1.0,,District/City,Total Cases in District,Total,Updated Date,,07 July 2020,08 July 2020,09 July 2020,10 July 2020,11 July 2020,12 July 2020,13 July 2020,14 July 2020,15 July 2020,16 July 2020,17 July 2020,18 July 2020,19 July 2020,20 July 2020,21 July 2020,22 July 2020,23 July 2020,24 July 2020,25 July 2020,26 July 2020,27 July 2020,28 July 2020,29 July 2020,30 July 2020,31 July 2020,01 August 2020,02 August 2020,03 August 2020,04 August 2020,05 August 2020,06 August 2020,07 August 2020,08 August 2020,09 August 2020,10 August 2020,11 August 2020,12 August 2020,13 August 2020,14 August 2020,15 August 2020,16 August 2020,17 August 2020,18 August 2020,19 August 2020,20 August 2020,21 August 2020,22 August 2020,23 August 2020,24 August 2020,25 August 2020,26 August 2020,27 August 2020,28 August 2020,29 August 2020,30 August 2020,31 August 2020,01 September 2020,02 September 2020,03 September 2020,04 September 2020,05 September 2020,06 September 2020,07 September 2020,08 September 2020,09 September 2020,10 September 2020,11 September 2020,12 September 2020,13 September 2020,14 September 2020,15 September 2020,16 September 2020,17 September 2020,18 September 2020,19 September 2020,20 September 2020,21 September 2020,22 September 2020,23 September 2020,24 September 2020,25 September 2020,26 September 2020,27 September 2020,28 September 2020,29 September 2020,30 September 2020,01 October 2020,02 October 2020,03 October 2020,04 October 2020,05 October 2020,06 October 2020,07 October 2020,08 October 2020,09 October 2020,10 October 2020,11 October 2020,12 October 2020,13 October 2020,14 October 2020,15 October 2020,16 October 2020,17 October 2020,18 October 2020,19 October 2020,20 October 2020,21 October 2020,22 October 2020,23 October 2020,24 October 2020,25 October 2020,26 October 2020,27 October 2020,28 October 2020,29 October 2020,30 October 2020,31 October 2020
43,43.0,Khulna,Magura,936,22575,20.10.2020,,213,7,9,4,7,1,20,22,21,10,21,11,8,17,9,12,9,12,11,8,10,0,24,0,20,13,0,8,0,0,31,21,16,11,14,20,24,0,9,0,29,12,0,26,6,13,0,0,17,4,19,0,0,11,17,9,0,0,5,7,5,6,7,3,7,6,5,3,2,5,1,0,1,5,1,2,0,3,5,0,6,1,2,0,3,0,2,1,1,1,1,2,0,3,6,2,0,0,2,2,1,2,0,2,1,0,,,,,,,,,,,
44,44.0,Khulna,Meherpur,644,22575,20.10.2020,,125,2,0,1,2,4,4,4,3,5,5,5,3,4,3,3,0,3,6,0,2,10,11,0,8,6,9,0,1,1,3,10,14,13,21,3,15,18,10,17,13,7,24,0,23,0,0,0,0,44,27,12,10,4,5,8,4,1,7,1,0,12,2,2,3,6,5,4,0,5,3,2,1,2,2,0,0,3,2,1,1,1,0,4,6,0,0,1,2,0,4,6,2,0,1,4,0,0,2,1,0,1,3,0,4,2,,,,,,,,,,,
45,45.0,Khulna,Satkhira,1108,22575,20.10.2020,,267,49,6,15,44,6,32,2,25,19,11,19,4,37,40,58,0,31,6,0,8,20,3,2,34,18,4,8,0,0,12,0,0,0,47,0,2,16,3,36,7,13,2,6,1,10,2,12,10,21,18,0,7,8,1,22,10,12,0,15,2,3,5,4,1,0,0,13,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,2,0,2,1,2,0,0,0,3,0,0,2,0,0,0,2,0,0,1,0,0,0,,,,,,,,,,,
46,46.0,Khulna,Jhenaidah,2004,22575,20.10.2020,,370,32,20,11,25,36,39,34,24,25,33,4,18,18,17,62,0,24,38,6,7,28,0,35,43,38,23,2,2,2,36,23,0,53,0,21,64,47,18,25,36,16,25,1,33,0,0,0,0,73,34,41,22,20,20,0,28,10,26,9,0,24,21,13,11,11,17,5,0,9,15,8,7,13,6,0,12,10,11,4,7,1,4,8,4,1,8,3,7,0,6,5,5,4,6,6,0,5,2,5,2,1,5,0,8,7,,,,,,,,,,,
47,47.0,Khulna,Kushtia,3397,22575,20.10.2020,,856,26,35,38,38,12,36,45,32,19,33,38,0,52,43,34,23,34,26,27,34,8,58,48,17,40,9,74,7,7,92,56,73,11,69,71,61,11,13,45,16,72,38,60,37,1,0,0,13,89,0,27,64,50,4,26,10,42,31,20,28,5,33,25,28,18,24,16,13,20,21,17,23,12,15,7,21,20,13,9,8,11,5,13,9,6,2,5,3,5,4,9,12,10,13,4,4,6,7,7,5,5,11,1,6,7,,,,,,,,,,,
48,48.0,Khulna,Chuadanga,1482,22575,20.10.2020,,295,7,2,14,0,10,5,16,13,14,14,5,31,46,0,23,21,1,20,7,7,29,8,24,29,10,25,0,0,30,71,30,27,0,40,12,23,51,0,45,10,16,45,33,18,0,0,0,10,23,30,17,4,18,17,12,3,16,5,6,8,0,6,7,7,11,14,9,0,13,9,3,6,8,3,0,7,5,7,3,2,2,0,4,5,0,0,5,2,0,7,4,3,5,1,0,0,1,3,2,5,3,8,0,6,0,,,,,,,,,,,
49,49.0,Mymensingh,Mymensingh,3771,6621,02.09.2020,,2052,37,20,38,37,16,16,48,34,26,24,40,9,49,37,26,10,30,32,11,16,25,28,8,30,11,7,6,7,34,15,49,42,22,45,33,25,26,38,19,9,23,28,11,33,21,18,15,14,15,12,9,9,23,15,15,21,18,10,20,17,7,23,12,11,30,20,12,5,11,11,4,8,9,4,5,7,7,10,7,6,7,6,8,14,9,9,5,3,1,4,4,4,7,4,8,4,1,3,5,2,7,1,2,1,9,,,,,,,,,,,
50,50.0,Mymensingh,Jamalpur,1635,6621,28.08.2020,,648,13,9,15,17,10,16,12,14,14,14,17,6,19,13,12,5,14,9,5,0,0,0,3,18,13,11,7,11,13,12,12,24,11,16,51,17,19,20,30,5,12,9,10,4,16,17,14,11,17,4,0,19,11,10,13,7,13,7,7,1,3,7,6,6,5,13,5,5,10,8,8,6,7,6,15,3,14,10,2,7,6,2,6,7,7,6,5,4,3,4,8,6,3,0,0,8,5,6,5,1,4,4,4,2,6,,,,,,,,,,,
51,51.0,Mymensingh,Netrokona,727,6621,28.08.2020,,544,4,1,1,1,3,0,1,0,5,9,17,5,0,9,2,8,0,5,2,1,5,1,2,5,2,5,0,0,3,0,6,0,1,0,2,6,3,2,0,4,1,2,2,1,2,2,1,1,1,1,1,1,4,0,0,1,1,3,1,2,5,0,0,1,2,2,3,1,0,0,0,1,0,1,0,0,2,3,1,0,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,2,0,1,0,0,,,,,,,,,,,
52,52.0,Mymensingh,Sherpur,488,6621,28.08.2020,,254,0,0,6,4,3,0,2,13,3,1,2,1,0,3,0,2,2,1,1,1,0,9,0,4,0,3,0,0,5,1,5,2,2,1,7,15,2,6,11,0,7,6,7,1,7,2,1,2,3,3,4,1,5,6,2,3,0,3,2,1,4,2,0,4,2,1,2,1,0,2,4,1,1,0,0,0,0,0,1,1,1,1,0,1,4,2,1,1,2,0,0,0,1,1,0,3,1,1,0,2,0,0,1,0,1,,,,,,,,,,,
53,53.0,Barishal,Barguna,925,8685,28.08.2020,,324,25,8,5,10,15,14,6,24,9,7,21,25,20,1,14,17,8,22,12,8,10,8,14,12,16,6,0,2,15,10,0,13,3,14,5,1,20,10,3,5,7,5,11,10,4,3,5,1,10,5,10,8,8,1,6,0,7,0,4,1,2,7,1,0,4,0,2,4,0,4,0,0,1,4,2,3,2,0,2,2,1,1,1,0,1,0,0,1,0,1,0,1,0,2,0,1,0,0,3,0,1,0,0,3,0,,,,,,,,,,,
54,54.0,Barishal,Bhola,762,8685,28.08.2020,,345,12,5,0,14,12,11,0,15,8,0,21,1,12,15,6,0,4,5,1,8,5,4,7,17,4,3,6,4,9,3,7,5,1,9,3,3,7,6,6,2,3,2,0,6,5,3,4,4,5,7,1,4,2,1,2,10,3,1,8,1,4,2,0,6,2,1,3,2,0,1,7,0,1,1,2,4,3,1,0,2,2,0,0,2,1,1,1,0,5,3,1,1,2,0,1,1,1,3,0,5,4,1,2,4,1,,,,,,,,,,,
55,55.0,Barishal,Barishal,3696,8685,28.08.2020,,1761,18,30,54,10,29,9,30,34,52,26,37,20,18,43,44,31,25,38,8,13,30,39,31,19,28,6,1,17,27,12,45,26,6,41,39,30,21,29,33,12,19,26,7,32,27,22,10,14,23,12,35,20,31,2,35,10,29,18,10,27,11,30,9,12,10,13,13,7,11,15,7,4,13,3,5,11,14,10,9,7,14,4,13,15,20,8,10,8,2,13,8,9,11,11,15,1,14,12,8,11,10,15,2,13,4,,,,,,,,,,,
56,56.0,Barishal,Patuakhali,1482,8685,28.08.2020,,542,30,7,27,33,36,13,20,15,29,22,40,44,11,24,12,24,24,7,5,17,14,7,14,8,11,9,0,10,6,5,15,6,13,10,12,18,4,10,15,14,12,11,13,6,5,12,2,11,7,12,5,6,18,1,10,3,5,8,0,10,4,3,0,1,3,1,7,1,0,6,1,6,7,2,1,7,6,7,8,1,2,1,2,1,6,0,4,2,0,2,2,3,2,2,4,0,7,3,5,2,2,6,0,8,4,,,,,,,,,,,
57,57.0,Barishal,Pirojpur,1099,8685,28.08.2020,,307,3,5,26,30,15,17,0,10,17,10,38,34,12,20,1,49,9,8,3,27,21,21,25,15,12,1,0,10,4,0,12,7,10,2,18,15,2,13,24,0,1,6,16,7,7,19,1,0,25,12,7,10,8,1,1,12,9,0,15,1,3,1,4,0,0,3,2,0,0,1,12,10,4,3,1,0,4,1,3,2,4,0,1,5,2,2,1,6,0,1,2,1,1,2,1,0,0,0,1,0,1,3,0,0,0,,,,,,,,,,,
58,58.0,Barishal,Jhalokathi,721,8685,28.08.2020,,265,26,16,2,14,9,6,10,10,6,17,5,6,16,0,2,9,8,6,7,1,22,1,15,11,5,0,0,6,6,4,0,16,1,6,0,5,7,4,0,,8,11,2,11,3,13,0,6,6,3,16,3,0,3,5,0,7,13,3,0,2,1,2,2,4,2,1,2,1,2,0,1,2,3,0,1,1,0,3,0,1,0,1,4,0,0,0,0,0,7,1,0,3,2,2,0,1,1,0,1,1,2,0,1,0,,,,,,,,,,,
59,59.0,Rajshahi,Joypurhat,1119,20532,10.18.2020,,511,0,0,5,34,0,0,0,47,1,0,27,2,0,24,4,1,3,2,0,4,2,41,0,2,4,46,1,1,18,2,0,23,11,0,3,1,10,5,2,20,2,1,23,0,0,14,0,0,0,11,0,3,2,21,1,21,1,2,0,19,1,0,28,0,4,0,0,13,16,1,1,0,0,15,0,1,0,6,5,0,12,0,0,6,1,0,2,7,0,0,0,0,11,0,2,4,1,1,2,0,0,1,0,,,,,,,,,,,,,
60,60.0,Rajshahi,Pabna,1186,20532,10.18.2020,,597,2,0,0,0,0,0,0,15,13,1,43,0,0,22,3,28,18,4,76,0,0,0,21,0,0,9,0,0,0,0,0,19,0,4,5,0,16,1,0,0,0,19,0,25,0,13,4,0,0,0,23,0,0,25,0,0,14,0,0,0,24,0,0,0,8,0,0,0,10,3,1,0,11,1,11,12,12,0,0,5,0,0,11,2,0,5,5,0,0,10,0,0,4,13,0,0,7,1,1,0,4,2,3,,,,,,,,,,,,,
61,61.0,Rajshahi,Chapainawabganj,782,20532,10.18.2020,,101,15,6,35,17,3,22,26,2,0,14,45,5,0,27,0,0,0,14,84,0,0,4,28,0,0,36,0,3,3,26,1,2,29,0,1,0,19,1,0,19,9,21,1,20,4,0,11,9,0,0,2,23,0,0,14,0,0,2,12,1,0,11,0,8,1,1,0,0,9,0,0,0,12,4,0,0,0,2,1,5,0,4,0,0,0,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
62,62.0,Rajshahi,Bogura,7823,20532,10.18.2020,,3446,55,50,57,48,55,52,45,70,45,57,71,69,60,47,84,59,50,26,59,50,71,61,50,74,64,19,32,64,31,51,45,86,56,66,90,56,67,72,87,50,90,65,42,100,58,57,78,58,52,59,51,61,46,64,44,68,24,38,47,37,30,36,42,38,30,36,34,31,35,35,28,30,17,28,32,13,31,50,31,3,27,34,31,13,16,19,5,9,10,22,21,64,4,2,4,0,6,15,1,5,4,5,10,,,,,,,,,,,,,
63,63.0,Rajshahi,Natore,1025,20532,10.18.2020,,253,1,1,7,17,13,11,0,0,1,21,13,10,11,35,1,0,1,3,0,6,8,34,38,14,1,0,52,0,0,0,0,84,0,0,0,1,38,0,0,0,1,57,14,0,8,24,5,10,15,24,2,0,0,27,0,0,0,12,0,0,1,23,0,2,13,0,18,0,0,0,4,11,0,0,0,0,2,12,13,5,0,8,0,1,1,11,0,0,4,5,2,0,0,0,0,3,2,0,6,0,0,4,0,,,,,,,,,,,,,
64,64.0,Rajshahi,Naogaon,1340,20532,10.18.2020,,584,2,1,39,48,0,2,3,17,41,3,39,0,8,60,2,3,7,68,2,0,1,1,13,0,1,27,0,0,1,1,0,30,9,0,3,0,24,0,2,24,3,1,31,0,0,22,1,1,0,0,11,0,0,20,0,9,4,0,25,0,0,0,18,0,16,2,0,20,1,0,0,0,0,1,24,10,0,0,9,9,7,2,0,3,0,0,6,2,0,0,1,2,0,0,4,0,0,0,5,0,4,0,0,,,,,,,,,,,,,
65,65.0,Rajshahi,Sirajganj,2207,20532,10.18.2020,,690,30,24,42,5,32,26,33,37,33,34,38,19,16,24,47,50,34,30,27,23,21,46,23,8,48,16,16,16,13,18,20,30,14,16,10,39,25,13,25,16,19,14,30,7,18,11,11,9,9,12,11,17,12,11,11,5,10,18,19,14,2,5,5,0,0,6,11,5,10,19,11,14,7,8,9,5,4,6,13,5,5,2,0,2,8,4,10,1,6,2,1,8,1,5,0,3,0,2,1,1,4,0,1,,,,,,,,,,,,,
66,66.0,Rajshahi,Rajshahi,5050,20532,10.18.2020,,1278,60,77,54,43,89,81,106,73,60,53,65,69,97,75,71,78,83,91,66,82,115,109,80,89,53,44,51,82,38,81,75,40,42,13,25,58,77,87,61,46,50,43,36,56,45,30,40,33,26,53,49,36,21,16,18,12,17,14,15,11,12,10,20,6,10,31,13,14,11,12,13,9,20,12,6,10,7,14,28,15,6,8,6,12,13,10,8,5,3,3,8,3,9,6,4,8,5,5,4,5,5,1,2,,,,,,,,,,,,,
67,67.0,,Total,290200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
