,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67
13,13.0,Dhaka,Tangail,3486,191879,30.11.2020,,0,15,5,12,15,8,8,0,12,6,9,4,6,1,0,18,6,10,8,15,1,0,9,4,6,4,8,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,14.0,Dhaka,Shariatpur,1830,191879,30.11.2020,,3,0,0,2,0,2,0,0,4,7,0,5,0,0,4,1,0,1,0,4,0,0,5,0,0,1,0,4,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.0,Dhaka,Gopalganj,2849,191879,30.11.2020,,0,4,5,6,6,3,3,5,4,13,4,9,5,10,2,4,1,4,5,8,4,9,7,16,6,4,7,7,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,16.0,Chattogram,Chattogram,25135,56638,30.11.2020,,32,82,80,80,96,86,94,63,103,108,107,113,108,146,63,181,157,178,161,197,145,64,242,183,106,223,206,188,68,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.0,Chattogram,Cox’s bazar,5490,56638,30.11.2020,,6,5,6,21,16,5,19,11,7,15,10,26,17,1,10,8,1,13,16,12,4,2,16,14,6,20,14,9,13,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,18.0,Chattogram,Comilla,8562,56638,30.11.2020,,7,22,16,23,21,14,18,19,18,17,24,7,26,32,3,16,21,14,29,22,23,3,29,46,34,8,41,38,16,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19.0,Chattogram,B. Baria,2642,56638,30.11.2020,,8,0,0,0,7,1,0,0,1,11,0,6,0,0,4,0,17,0,0,30,0,4,0,16,0,17,1,0,5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20.0,Chattogram,Khagrachari,740,56638,30.11.2020,,0,5,0,1,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,7,0,0,0,0,4,0,0,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21.0,Chattogram,Laksmipur,2246,56638,30.11.2020,,3,2,3,0,2,1,0,2,1,0,1,0,3,0,2,0,4,8,0,0,0,4,6,1,0,8,2,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,22.0,Chattogram,Bandarban,854,56638,30.11.2020,,0,1,0,0,0,2,0,1,9,0,1,8,0,0,0,0,0,3,2,1,1,2,0,1,0,3,2,9,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,23.0,Chattogram,Rangamati,1031,56638,30.11.2020,,4,1,1,2,0,2,0,0,7,1,4,3,6,3,0,2,10,2,8,9,5,0,6,3,5,1,1,6,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,24.0,Chattogram,Noakhali,5305,56638,30.11.2020,,2,6,3,1,1,7,10,1,3,4,6,8,13,4,0,7,6,6,11,13,7,3,17,11,8,2,3,0,23,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,25.0,Chattogram,Feni,2092,56638,30.11.2020,,0,3,7,4,5,6,2,0,7,2,3,7,3,6,1,9,4,3,5,1,2,6,8,5,5,0,1,0,19,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,26.0,Chattogram,Chandpur,2541,56638,30.11.2020,,0,16,13,9,7,6,7,0,8,6,5,2,4,5,0,9,5,7,4,6,3,0,7,2,4,3,3,8,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,27.0,Sylhet,Sylhet,8433,14616,30.11.2020,,33,42,20,21,12,23,22,30,20,55,33,26,31,34,17,25,34,27,22,20,11,15,30,42,26,34,29,20,20,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,28.0,Sylhet,Sunamganj,2464,14616,30.11.2020,,0,0,1,1,3,2,1,1,3,4,6,2,1,0,1,2,3,0,0,0,3,4,0,0,7,2,4,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,29.0,Sylhet,Hobiganj,1892,14616,30.11.2020,,1,8,2,3,6,5,0,6,5,2,2,2,4,0,3,2,1,0,0,1,6,0,0,0,2,4,3,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,30.0,Sylhet,Moulvibazar,1827,14616,30.11.2020,,3,4,2,1,6,3,0,1,4,1,1,1,1,0,1,0,3,0,0,0,0,0,4,1,1,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31.0,Rangpur,Rangpur,3542,14101,30.11.2020,,1,17,10,12,9,19,8,0,10,13,13,12,22,25,1,33,8,17,19,10,27,7,24,13,18,33,15,26,0,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,32.0,Rangpur,Gaibandha,1323,14101,30.11.2020,,1,0,1,2,1,3,4,0,0,6,0,7,2,5,2,1,15,4,8,8,4,2,0,2,3,6,0,5,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,33.0,Rangpur,Nilphamari,1215,14101,30.11.2020,,0,0,3,1,1,2,0,2,0,0,3,3,2,0,0,0,4,0,1,5,1,4,1,5,2,1,6,0,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,34.0,Rangpur,Lalmonirhat,926,14101,30.11.2020,,0,0,0,0,3,2,0,0,0,1,2,0,1,2,0,0,2,0,0,3,0,0,0,3,0,0,2,5,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,35.0,Rangpur,Kurigram,960,14101,30.11.2020,,0,0,2,0,0,0,0,2,1,0,1,1,5,0,0,0,0,1,0,0,0,2,0,1,3,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,36.0,Rangpur,Dinajpur,4029,14101,30.11.2020,,9,9,16,12,10,27,8,6,7,13,13,8,16,0,13,3,9,19,16,19,17,12,11,23,14,21,26,0,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,37.0,Rangpur,Panchagarh,736,14101,30.11.2020,,4,0,3,2,6,5,2,0,0,0,10,0,0,0,1,5,5,1,1,4,1,1,0,2,2,3,2,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,38.0,Rangpur,Thakurgaon,1370,14101,30.11.2020,,3,2,2,0,3,1,1,3,3,2,7,10,4,0,3,3,6,3,8,2,0,4,10,6,9,8,10,1,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,39.0,Khulna,Khulna,6862,24016,29.11.2020,,16,7,7,8,7,7,12,3,10,13,5,10,9,2,5,6,7,9,6,3,2,8,1,7,9,16,15,0,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,40.0,Khulna,Jashore,4426,24016,29.11.2020,,19,9,2,4,8,14,9,0,9,4,10,12,17,8,2,15,18,12,21,15,22,0,18,20,6,9,17,11,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,41.0,Khulna,Bagerhat,1023,24016,29.11.2020,,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,42.0,Khulna,Narail,1486,24016,29.11.2020,,0,3,4,10,3,0,0,3,4,6,0,4,1,0,0,0,14,3,2,1,1,1,2,1,3,3,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,43.0,Khulna,Magura,1012,24016,29.11.2020,,5,0,1,3,7,1,5,0,3,1,2,2,4,5,0,1,2,0,1,6,1,0,2,2,3,4,1,6,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,44.0,Khulna,Meherpur,713,24016,29.11.2020,,0,3,7,5,1,3,1,5,2,1,1,0,0,2,0,5,2,4,0,3,0,1,2,3,3,1,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,45.0,Khulna,Satkhira,1128,24016,29.11.2020,,0,0,5,1,2,0,0,0,2,0,1,0,0,1,3,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,46.0,Khulna,Jhenaidah,2191,24016,29.11.2020,,0,4,7,4,8,7,2,0,4,3,6,2,8,11,0,7,3,8,7,0,4,2,1,1,5,0,4,5,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,47.0,Khulna,Kushtia,3586,24016,29.11.2020,,0,2,3,3,4,7,3,3,2,4,4,4,3,4,1,4,6,4,8,8,6,1,17,9,1,11,3,7,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,48.0,Khulna,Chuadanga,1589,24016,29.11.2020,,0,5,4,1,0,5,2,0,2,1,3,2,1,3,0,4,2,4,3,7,0,0,3,7,6,6,1,3,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,49.0,Mymensingh,Mymensingh,4107,7150,10.11.2020,,3,6,5,7,9,7,8,5,5,8,13,4,4,9,3,5,6,9,11,10,4,6,7,16,23,11,6,21,8,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,50.0,Mymensingh,Jamalpur,1736,7150,10.11.2020,,2,5,1,1,2,0,2,3,2,3,3,1,2,0,1,5,1,14,2,0,2,0,1,3,6,2,3,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,51.0,Mymensingh,Netrokona,787,7150,10.11.2020,,0,0,3,2,6,0,4,6,1,0,1,1,1,4,0,0,1,5,2,1,0,2,0,3,2,1,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,52.0,Mymensingh,Sherpur,520,7150,10.11.2020,,0,0,0,2,2,2,4,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,3,2,2,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,53.0,Barishal,Barguna,1001,9818,10.11.2020,,0,2,0,0,6,2,5,2,3,0,6,3,4,3,0,6,0,1,2,1,2,0,6,0,1,2,8,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,54.0,Barishal,Bhola,894,9818,10.11.2020,,2,6,4,0,8,3,1,4,1,0,6,7,3,8,4,4,2,2,4,2,2,2,1,3,5,4,3,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,55.0,Barishal,Barishal,4406,9818,10.11.2020,,3,24,17,19,26,16,30,2,31,27,20,22,19,30,0,32,19,19,14,25,24,4,28,20,13,19,28,13,7,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,56.0,Barishal,Patuakhali,1599,9818,10.11.2020,,2,5,2,0,12,2,3,5,3,0,3,1,4,0,0,4,0,1,0,3,0,4,2,4,1,2,5,6,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,57.0,Barishal,Pirojpur,1138,9818,10.11.2020,,0,0,2,1,0,1,5,0,1,3,0,0,1,0,0,0,0,0,1,0,1,0,0,5,5,1,1,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,58.0,Barishal,Jhalokathi,780,9818,10.11.2020,,0,0,1,4,4,1,5,0,2,2,1,0,3,1,0,0,4,0,1,2,4,0,3,3,1,1,2,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,59.0,Rajshahi,Joypurhat,1203,22617,30.11.2020,,2,0,0,9,0,12,0,0,0,0,4,1,0,4,0,0,1,13,0,0,10,0,0,0,0,6,6,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,60.0,Rajshahi,Pabna,1374,22617,30.11.2020,,8,0,0,0,14,6,0,5,10,2,1,2,5,0,5,3,2,1,9,7,1,5,2,0,5,17,10,10,13,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,61.0,Rajshahi,Chapainawabganj,807,22617,30.11.2020,,10,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,62.0,Rajshahi,Bogura,8786,22617,30.11.2020,,15,7,20,26,20,25,20,9,33,16,29,30,5,10,11,45,27,18,17,25,27,67,20,30,26,33,17,42,36,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,63.0,Rajshahi,Natore,1131,22617,30.11.2020,,1,4,3,1,12,2,3,2,3,0,4,0,1,0,3,2,0,1,13,3,0,6,2,7,1,0,0,0,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,64.0,Rajshahi,Naogaon,1434,22617,30.11.2020,,4,0,0,9,0,0,4,0,0,0,14,0,0,10,0,0,0,0,5,1,6,0,0,0,7,7,0,3,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,65.0,Rajshahi,Sirajganj,2386,22617,30.11.2020,,2,4,0,3,5,2,1,2,0,4,7,6,4,4,4,2,4,5,5,7,4,3,4,6,0,12,7,6,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,66.0,Rajshahi,Rajshahi,5496,22617,30.11.2020,,10,22,11,10,11,6,12,9,25,11,7,8,12,10,8,10,12,14,10,20,7,9,18,10,22,19,7,5,15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,67.0,,Total,340835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
